day_of_year,humidity,pressure,rain,temperature
1,73,1019.5,0,36.04516816481208
2,68,1013.5,0,35.57157396360774
3,70,1019.0,0,33.66989339475797
4,64,1017.2,0,36.12129704338582
5,74,1014.1,0,32.271420508140444
6,75,1014.6,0,34.05847898786021
7,68,1019.0,0,34.18365639357751
8,71,1019.8,0,31.6800258642142
9,65,1015.5,0,35.432005547682465
10,61,1014.0,0,33.3192818999951
11,70,1016.4,0,36.8827861353769
12,69,1019.5,0,33.20079067783763
13,80,1016.3,1,34.625625145622614
14,67,1012.5,0,37.272097127419784
15,66,1014.4,0,31.96189097799098
16,67,1015.4,0,33.58553522808307
17,60,1018.2,0,35.677266633002446
18,73,1015.2,0,34.577298334701105
19,85,1013.5,1,33.82120930735475
20,60,1014.5,0,35.11975681403052
21,69,1012.3,0,33.07882349033433
22,65,1012.4,0,35.34348677502495
23,79,1014.0,1,32.70324821630734
24,63,1013.3,0,32.36982328332123
25,67,1016.4,0,35.002524547416996
26,77,1014.6,1,32.31764307770972
27,63,1017.9,0,34.412289522089566
28,60,1015.9,0,35.68337546566995
29,69,1015.2,0,32.22821529969301
30,62,1016.6,0,30.62803752301909
31,70,1018.8,0,29.861872728729445
32,63,1012.0,0,33.92063196593975
33,73,1013.4,0,33.53208529687519
34,67,1017.7,0,33.7790150223964
35,67,1013.5,0,32.71651312562914
36,79,1016.4,1,31.621487385116072
37,67,1013.0,0,27.399958874261337
38,66,1018.6,0,31.125500238249934
39,77,1013.9,1,26.312776128680518
40,71,1012.6,0,30.97576671148891
41,69,1010.5,0,30.169861738588363
42,66,1018.3,0,30.044144146920182
43,68,1013.6,0,32.86500338708131
44,69,1017.3,0,32.455069964125684
45,72,1015.0,0,30.25227203740104
46,67,1019.2,0,29.294770848692956
47,73,1010.5,0,25.635198955679034
48,62,1013.0,0,27.338846491073017
49,74,1013.0,0,26.40861153162584
50,64,1016.4,0,27.914830556079632
51,63,1014.6,0,29.67725238800266
52,64,1010.7,0,27.09086623660364
53,85,1016.0,1,26.0010334725833
54,61,1014.7,0,28.904080273904064
55,61,1011.9,0,26.08083885628116
56,61,1016.4,0,29.830760344835674
57,75,1010.8,0,23.43881802421978
58,64,1012.4,0,26.264611530986823
59,70,1010.7,0,26.65217763147308
60,75,1016.6,1,26.329622129405404
61,66,1011.6,0,29.656632513077458
62,72,1014.5,0,24.817113841223865
63,60,1012.7,0,23.484454705468682
64,71,1011.3,0,23.07910408455873
65,85,1018.1,1,22.37419487965778
66,72,1015.0,0,20.201378874829658
67,65,1015.6,0,24.7948821560036
68,82,1011.2,1,23.290378776806417
69,75,1010.5,1,23.609837702362377
70,76,1015.6,1,21.897791514770752
71,66,1013.5,0,21.976294254038137
72,79,1011.5,1,20.86685846960384
73,66,1010.6,0,23.7074505217731
74,69,1012.2,0,20.536955426606355
75,78,1014.9,1,21.253068366065722
76,65,1011.5,0,19.197038843510036
77,76,1011.5,1,19.97483228979478
78,80,1018.1,1,17.692754134203756
79,64,1012.4,0,16.201891290150424
80,60,1015.6,0,15.765839887572696
81,81,1017.4,1,17.826713201434263
82,71,1019.4,0,19.349924826031042
83,69,1012.2,0,15.672374749214994
84,85,1012.2,1,16.424966162004868
85,62,1019.1,0,17.964497164588103
86,61,1018.0,0,18.125426648863744
87,73,1017.0,0,20.171826343929983
88,74,1015.8,0,16.556191720859022
89,85,1019.2,1,16.543437009776678
90,62,1015.4,0,16.294261882211355
91,75,1014.1,0,15.442662363303269
92,77,1014.2,1,14.559581581883707
93,79,1013.9,1,11.81066902731578
94,82,1015.9,1,15.226107103644805
95,63,1011.9,0,12.624267443882918
96,82,1019.0,1,11.208376209785634
97,70,1013.1,0,13.835498884722448
98,83,1014.7,1,14.58168605973302
99,74,1014.2,0,11.976275443766513
100,82,1014.7,1,10.722861732674907
101,77,1011.4,1,13.215325152555073
102,75,1012.4,0,12.288714327850702
103,71,1017.6,0,9.620201934654133
104,64,1016.9,0,12.706969691724014
105,81,1017.0,1,9.544892254072327
106,75,1013.5,0,8.70463355034548
107,69,1014.4,0,6.956146754244095
108,69,1019.9,0,10.57167282795271
109,68,1018.0,0,9.225216530184314
110,75,1011.9,0,10.544020216025213
111,83,1018.3,1,9.26989467242073
112,76,1010.2,1,5.699437152738669
113,79,1012.6,1,10.05945346078203
114,66,1015.9,0,8.988663406936714
115,71,1012.0,0,10.221718088088757
116,64,1015.1,0,7.907894490176932
117,73,1017.1,0,9.250213095771192
118,64,1013.2,0,3.73870358823919
119,84,1014.1,1,5.6157169005529415
120,83,1014.1,1,6.18421689278951
121,66,1011.8,0,6.599949125591175
122,61,1016.6,0,7.776199957185492
123,72,1017.7,0,6.682726566228509
124,77,1010.6,1,3.491282796453583
125,61,1017.7,0,1.9711184710204637
126,77,1012.1,1,3.473824213040914
127,72,1011.2,0,2.730507365244353
128,70,1018.6,0,2.7350350564358465
129,76,1010.2,1,3.1219185410000576
130,81,1012.0,1,2.089630869183654
131,70,1018.4,0,5.137216926296108
132,67,1016.6,0,6.257556556164078
133,77,1014.0,1,1.2315620658190296
134,75,1013.3,1,-1.3820013213476825
135,74,1011.5,0,-0.441177665135875
136,67,1019.7,0,1.3426514750057892
137,62,1013.6,0,0.4706487625398187
138,60,1018.7,0,2.314211917935518
139,72,1016.9,0,0.797709725320831
140,84,1017.0,1,-2.0439520231972113
141,61,1013.4,0,0.847359415291621
142,71,1014.4,0,-0.9664880653121106
143,75,1012.7,0,-0.787800441787261
144,84,1016.3,1,2.060887571792699
145,83,1013.3,1,-3.5877652822397725
146,61,1017.3,0,-1.7788980554599212
147,64,1016.5,0,-3.0558670612843812
148,81,1014.1,1,-0.9707458768649428
149,80,1012.8,1,-0.3387908280002849
150,72,1018.2,0,-4.613670127227821
151,79,1016.2,1,-1.564179462272972
152,75,1013.4,0,-2.664687176762335
153,64,1010.3,0,-0.8259701973349245
154,83,1019.8,1,0.18378044156007212
155,85,1013.0,1,-2.5512313116372933
156,65,1012.8,0,-1.5184460505712165
157,75,1019.2,1,-4.517054155724081
158,62,1016.9,0,-4.188836277543439
159,74,1019.0,0,-1.9888228285997673
160,72,1018.3,0,-4.331491087018548
161,80,1016.0,1,-1.2557841985300087
162,68,1015.8,0,-5.635251806044242
163,74,1016.4,0,-1.0717940991889674
164,77,1013.0,1,-1.7352687356583472
165,66,1013.0,0,-4.858825345160125
166,62,1010.1,0,-2.688324709973726
167,72,1010.8,0,-5.589149511636757
168,60,1016.7,0,-7.319822949124926
169,75,1019.7,0,-5.188980615311993
170,83,1016.2,1,-6.60715067036764
171,71,1011.4,0,-9.089322245054845
172,84,1017.4,1,-10.386578393807575
173,68,1012.1,0,-3.1180379862700445
174,71,1015.5,0,-3.04592129225405
175,62,1019.2,0,-7.524741892483232
176,72,1015.9,0,-5.2984267990221445
177,79,1018.0,1,-4.798577609261154
178,84,1016.7,1,-5.423886439157861
179,74,1010.7,0,-3.1847156748322707
180,70,1014.9,0,-7.930206572853042
181,65,1017.2,0,-3.9329720884251795
182,65,1011.6,0,-4.160847345067645
183,74,1019.7,0,-2.1840437369459216
184,65,1017.3,0,-3.3782572821426164
185,71,1019.1,0,-5.316647961182029
186,74,1018.6,0,-4.619711422648396
187,69,1017.8,0,-2.511849195284217
188,74,1014.1,0,-4.037691057015238
189,67,1019.4,0,-8.915708409493785
190,75,1011.2,0,-0.9036421197155402
191,69,1016.1,0,-0.6522725263428324
192,69,1015.3,0,-6.354636971673305
193,77,1012.6,1,-3.172898618247298
194,75,1011.8,1,-3.575991277167307
195,61,1017.7,0,-4.364588557454142
196,61,1017.1,0,-5.3149936506594875
197,66,1014.9,0,-3.9565628588523425
198,78,1011.0,1,-3.7015676717125263
199,70,1011.1,0,-3.72297874168633
200,85,1015.6,1,-4.68004497367009
201,80,1013.0,1,-8.363179498237953
202,83,1017.3,1,-5.817633535500213
203,75,1012.4,0,-2.209098997778762
204,70,1019.9,0,-4.109912196853365
205,65,1019.1,0,-1.1211815295990157
206,65,1011.3,0,-3.493712417946753
207,67,1014.3,0,-1.0790315540614692
208,61,1018.5,0,-2.8328535895095808
209,69,1017.7,0,-1.4847202758887106
210,76,1018.2,1,-0.2345474485146175
211,67,1016.3,0,-3.52164263381043
212,62,1014.7,0,0.7157985753880909
213,69,1012.4,0,-3.9797656770630834
214,61,1011.9,0,-0.09754033784721106
215,66,1018.2,0,-1.321882455663761
216,83,1018.4,1,-2.4540042958354986
217,62,1012.2,0,-2.1336435836679697
218,78,1013.6,1,-1.903587397153608
219,64,1015.7,0,0.9177473915259573
220,64,1015.3,0,-1.4371345130548465
221,70,1011.2,0,0.8945604539317871
222,74,1019.7,0,0.9205233549701228
223,83,1016.2,1,3.0094584368262907
224,65,1013.0,0,-1.7534500780272089
225,66,1019.9,0,2.594000523983947
226,72,1017.4,0,0.9408910682708654
227,63,1018.1,0,-1.0607298246580625
228,73,1013.2,0,0.6610625875943275
229,75,1013.4,0,-0.9912832435146184
230,75,1014.2,1,-0.841111733162228
231,60,1012.5,0,-0.5910636288017002
232,66,1016.1,0,-1.500618788111436
233,64,1010.1,0,5.746755913103266
234,65,1015.3,0,3.2072437065737516
235,71,1013.2,0,-2.0309429069982103
236,72,1019.9,0,2.5004779661915117
237,63,1017.5,0,4.092993937165823
238,74,1015.6,0,7.177861244841294
239,67,1018.6,0,2.625448867380452
240,66,1010.2,0,1.59405956784516
241,71,1012.4,0,1.0466689023300697
242,61,1014.2,0,3.9089817601996097
243,65,1019.9,0,6.333619720376197
244,74,1011.5,0,6.356045306840484
245,84,1010.1,1,2.828463520329112
246,74,1013.8,0,7.218460356141108
247,69,1011.0,0,2.8585065765950812
248,76,1011.0,1,6.447703408975819
249,85,1012.2,1,5.2447698846367015
250,70,1014.2,0,8.095834712070705
251,74,1012.6,0,6.8895837003942
252,70,1013.5,0,10.201063202201595
253,71,1012.3,0,11.174782738442241
254,78,1015.7,1,7.8489842346466485
255,62,1018.3,0,9.037033471839072
256,61,1011.4,0,8.300204447318613
257,64,1014.3,0,6.1955144961432715
258,60,1018.0,0,11.578018897117044
259,72,1019.5,0,8.207825823107488
260,76,1016.2,1,7.690916205796
261,85,1013.8,1,9.424303132147626
262,63,1011.5,0,12.161600121593853
263,85,1011.8,1,11.817667783315997
264,67,1011.2,0,13.065180694345461
265,75,1018.4,1,13.753428986834958
266,70,1013.6,0,13.81831103915891
267,60,1016.6,0,9.523527921154747
268,79,1019.5,1,16.3053417980429
269,63,1013.2,0,12.509269689372685
270,83,1013.2,1,13.015163810177437
271,68,1013.7,0,13.208385953072264
272,75,1017.3,1,15.091907333712388
273,71,1017.1,0,16.830307192390762
274,83,1019.7,1,14.724228441900683
275,60,1015.1,0,12.129116174991204
276,78,1011.9,1,13.89610936561699
277,81,1016.3,1,18.15881277923509
278,60,1016.7,0,22.006110420310968
279,65,1014.4,0,17.524515757499127
280,66,1011.8,0,16.158959551160045
281,62,1010.8,0,19.07644266864702
282,81,1016.3,1,14.52077589812191
283,64,1011.5,0,13.43422324004315
284,71,1019.8,0,17.3360546058117
285,63,1014.5,0,17.93663755600397
286,81,1011.5,1,22.867280202817817
287,82,1010.9,1,18.617962535442324
288,78,1017.6,1,17.62239391413433
289,78,1012.5,1,24.00213052951252
290,85,1016.4,1,22.60340357382598
291,77,1013.2,1,18.93910189699354
292,68,1019.7,0,23.00991318326102
293,72,1012.9,0,17.856480266650454
294,68,1019.6,0,22.074907212202824
295,66,1016.4,0,19.5734649617573
296,73,1014.0,0,22.654338851353923
297,73,1018.7,0,20.365785539028774
298,61,1012.9,0,23.95235971009413
299,63,1017.6,0,25.526881074797934
300,75,1018.1,0,21.24533104703032
301,70,1017.8,0,25.015348676805292
302,74,1016.2,0,23.141590487692717
303,67,1014.3,0,22.00899682035788
304,85,1010.2,1,24.815409923468213
305,74,1010.8,0,26.817429894192845
306,61,1015.2,0,24.99817836537059
307,80,1014.5,1,26.26850994969644
308,66,1014.8,0,25.400008428218705
309,64,1019.0,0,28.29998074057142
310,68,1012.4,0,25.394298134457273
311,70,1017.7,0,23.20948838420111
312,66,1015.2,0,28.28632744530395
313,71,1015.7,0,24.624614413582016
314,62,1014.7,0,26.243822889756284
315,66,1019.5,0,29.020136554121763
316,84,1015.0,1,24.075033041959433
317,71,1014.6,0,27.351891053990087
318,60,1018.0,0,28.96901051382418
319,77,1019.9,1,30.960985875498608
320,67,1016.6,0,28.389767503920734
321,83,1017.7,1,28.08428503970299
322,74,1015.4,0,30.802648093073966
323,75,1010.1,1,32.02968004842085
324,72,1018.5,0,28.35457385919332
325,70,1012.6,0,28.901190677775695
326,83,1016.4,1,29.29199394601525
327,82,1015.7,1,31.701821358056478
328,78,1011.6,1,32.10151581857636
329,65,1019.6,0,29.98264772922039
330,82,1012.2,1,30.99173660085205
331,75,1015.1,0,32.088107985497224
332,81,1019.5,1,34.66753836283549
333,65,1012.8,0,31.347090125825506
334,81,1019.8,1,34.332189444537896
335,69,1013.0,0,29.792482685362895
336,67,1018.1,0,32.93185754509279
337,68,1019.0,0,35.3797877198528
338,69,1017.5,0,34.34180747612032
339,60,1010.7,0,37.803133450343545
340,74,1018.9,0,32.51824402036141
341,65,1012.6,0,34.81110611145367
342,72,1017.1,0,34.87648128871211
343,85,1010.4,1,30.240323299796422
344,61,1017.3,0,36.61922685554338
345,78,1018.8,1,34.80660119412329
346,64,1017.2,0,34.2983234480606
347,83,1019.7,1,33.34476128878851
348,63,1016.1,0,34.049301687920746
349,84,1013.6,1,33.92613385377569
350,60,1013.3,0,32.10168908921595
351,60,1015.4,0,35.2550276468258
352,83,1016.5,1,33.28149097546111
353,61,1018.1,0,30.509875121535035
354,78,1013.5,1,30.771647496556508
355,63,1015.5,0,30.10069795937384
356,71,1016.2,0,36.10473584297568
357,65,1018.5,0,38.31387591853457
358,80,1015.9,1,33.65838035495426
359,62,1016.4,0,31.881753785514366
360,65,1012.7,0,35.15852643184459
361,62,1012.6,0,28.90044366258107
362,85,1011.2,1,35.22674981110824
363,71,1011.1,0,37.31491777585019
364,84,1013.8,1,34.84505488924853
365,63,1019.1,0,38.16693951451484
